YEAR_op,TIMESTAMP,carbonContent
2030,1,-0.0
2030,2,-0.0
2030,3,-0.0
2030,4,-0.0
2030,5,-0.0
2030,6,-0.0
2030,7,-0.0
2030,8,-0.0
2030,9,-0.0
2030,10,-0.0
2030,11,-0.0
2030,12,-0.0
2030,13,-0.0
2030,14,-0.0
2030,15,-0.0
2030,16,-0.0
2030,17,-0.0
2030,18,-0.0
2030,19,-0.0
2030,20,-0.0
2030,21,-0.0
2030,22,-0.0
2030,23,-0.0
2030,24,-0.0
2030,25,-0.0
2030,26,-0.0
2030,27,-0.0
2030,28,-0.0
2030,29,-0.0
2030,30,-0.0
2030,31,-0.0
2030,32,-0.0
2030,33,-0.0
2030,34,-0.0
2030,35,-0.0
2030,36,-0.0
2030,37,-0.0
2030,38,-0.0
2030,39,-0.0
2030,40,-0.0
2030,41,-0.0
2030,42,-0.0
2030,43,-0.0
2030,44,-0.0
2030,45,-0.0
2030,46,-0.0
2030,47,-0.0
2030,48,-0.0
2030,49,-0.0
2030,50,-0.0
2030,51,-0.0
2030,52,-0.0
2030,53,-0.0
2030,54,-0.0
2030,55,-0.0
2030,56,-0.0
2030,57,-0.0
2030,58,-0.0
2030,59,-0.0
2030,60,-0.0
2030,61,-0.0
2030,62,-0.0
2030,63,-0.0
2030,64,-0.0
2030,65,-0.0
2030,66,-0.0
2030,67,-0.0
2030,68,-0.0
2030,69,-0.0
2030,70,-0.0
2030,71,-0.0
2030,72,-0.0
2030,73,-0.0
2030,74,-0.0
2030,75,-0.0
2030,76,-0.0
2030,77,-0.0
2030,78,-0.0
2030,79,-0.0
2030,80,-0.0
2030,81,-0.0
2030,82,-0.0
2030,83,-0.0
2030,84,-0.0
2030,85,-0.0
2030,86,-0.0
2030,87,-0.0
2030,88,-0.0
2030,89,-0.0
2030,90,-0.0
2030,91,-0.0
2030,92,-0.0
2030,93,-0.0
2030,94,-0.0
2030,95,-0.0
2030,96,-0.0
2030,97,-0.0
2030,98,-0.0
2030,99,-0.0
2030,100,-0.0
2030,101,-0.0
2030,102,-0.0
2030,103,-0.0
2030,104,-0.0
2030,105,-0.0
2030,106,-0.0
2030,107,-0.0
2030,108,-0.0
2030,109,-0.0
2030,110,-0.0
2030,111,-0.0
2030,112,-0.0
2030,113,-0.0
2030,114,-0.0
2030,115,-0.0
2030,116,-0.0
2030,117,-0.0
2030,118,-0.0
2030,119,-0.0
2030,120,-0.0
2030,121,-0.0
2030,122,-0.0
2030,123,-0.0
2030,124,-0.0
2030,125,-0.0
2030,126,-0.0
2030,127,-0.0
2030,128,-0.0
2030,129,-0.0
2030,130,-0.0
2030,131,-0.0
2030,132,-0.0
2030,133,-0.0
2030,134,-0.0
2030,135,-0.0
2030,136,-0.0
2030,137,-0.0
2030,138,-0.0
2030,139,-0.0
2030,140,-0.0
2030,141,-0.0
2030,142,-0.0
2030,143,-0.0
2030,144,-0.0
2030,145,-0.0
2030,146,-0.0
2030,147,-0.0
2030,148,-0.0
2030,149,-0.0
2030,150,-0.0
2030,151,-0.0
2030,152,-0.0
2030,153,-0.0
2030,154,-0.0
2030,155,-0.0
2030,156,-0.0
2030,157,-0.0
2030,158,-0.0
2030,159,-0.0
2030,160,-0.0
2030,161,-0.0
2030,162,2.0705700080282816
2030,163,15.075783763585637
2030,164,20.71091828705069
2030,165,6.731553735648585
2030,166,2.0625917674445247
2030,167,-0.0
2030,168,-0.0
2030,169,-0.0
2030,170,-0.0
2030,171,-0.0
2030,172,-0.0
2030,173,-0.0
2030,174,-0.0
2030,175,0.08450996565324934
2030,176,2.1314901712819614
2030,177,13.199364632291795
2030,178,9.167473147624868
2030,179,1.8023021430902026
2030,180,-0.0
2030,181,-0.0
2030,182,-0.0
2030,183,-0.0
2030,184,-0.0
2030,185,1.9620664003202584
2030,186,4.858406810025805
2030,187,19.283116328737854
2030,188,21.517376119092912
2030,189,7.052375032632007
2030,190,1.9752376452552158
2030,191,-0.0
2030,192,-0.0
2030,193,-0.0
2030,194,-0.0
2030,195,-0.0
2030,196,-0.0
2030,197,-0.0
2030,198,-0.0
2030,199,-0.0
2030,200,-0.0
2030,201,9.967715821917114
2030,202,8.617063874567458
2030,203,0.5014330376689043
2030,204,-0.0
2030,205,-0.0
2030,206,-0.0
2030,207,-0.0
2030,208,-0.0
2030,209,1.9685852509810322
2030,210,10.5036543830707
2030,211,22.195428266156327
2030,212,24.68039316749525
2030,213,10.133133964287007
2030,214,1.9768954698202903
2030,215,-0.0
2030,216,-0.0
2030,217,-0.0
2030,218,-0.0
2030,219,-0.0
2030,220,-0.0
2030,221,-0.0
2030,222,-0.0
2030,223,-0.0
2030,224,-0.0
2030,225,0.3019572192548649
2030,226,-0.0
2030,227,-0.0
2030,228,-0.0
2030,229,-0.0
2030,230,-0.0
2030,231,-0.0
2030,232,-0.0
2030,233,-0.0
2030,234,-0.0
2030,235,-0.0
2030,236,-0.0
2030,237,-0.0
2030,238,-0.0
2030,239,-0.0
2030,240,-0.0
2030,241,-0.0
2030,242,-0.0
2030,243,-0.0
2030,244,-0.0
2030,245,-0.0
2030,246,-0.0
2030,247,-0.0
2030,248,-0.0
2030,249,-0.0
2030,250,-0.0
2030,251,-0.0
2030,252,-0.0
2030,253,-0.0
2030,254,-0.0
2030,255,-0.0
2030,256,-0.0
2030,257,-0.0
2030,258,-0.0
2030,259,-0.0
2030,260,-0.0
2030,261,-0.0
2030,262,-0.0
2030,263,-0.0
2030,264,-0.0
2030,265,-0.0
2030,266,-0.0
2030,267,-0.0
2030,268,-0.0
2030,269,-0.0
2030,270,-0.0
2030,271,-0.0
2030,272,-0.0
2030,273,-0.0
2030,274,-0.0
2030,275,-0.0
2030,276,-0.0
2030,277,-0.0
2030,278,-0.0
2030,279,-0.0
2030,280,-0.0
2030,281,-0.0
2030,282,-0.0
2030,283,-0.0
2030,284,-0.0
2030,285,-0.0
2030,286,-0.0
2030,287,-0.0
2030,288,-0.0
2030,289,-0.0
2030,290,-0.0
2030,291,-0.0
2030,292,-0.0
2030,293,-0.0
2030,294,-0.0
2030,295,-0.0
2030,296,-0.0
2030,297,-0.0
2030,298,-0.0
2030,299,-0.0
2030,300,-0.0
2030,301,-0.0
2030,302,-0.0
2030,303,-0.0
2030,304,-0.0
2030,305,-0.0
2030,306,-0.0
2030,307,-0.0
2030,308,-0.0
2030,309,-0.0
2030,310,-0.0
2030,311,-0.0
2030,312,-0.0
2030,313,-0.0
2030,314,-0.0
2030,315,-0.0
2030,316,-0.0
2030,317,-0.0
2030,318,-0.0
2030,319,1.9480937372409217
2030,320,4.085923350809328
2030,321,17.698154018151705
2030,322,15.70651434491617
2030,323,5.863217142105123
2030,324,1.775423601103607
2030,325,-0.0
2030,326,-0.0
2030,327,-0.0
2030,328,-0.0
2030,329,-0.0
2030,330,-0.0
2030,331,-0.0
2030,332,-0.0
2030,333,-0.0
2030,334,-0.0
2030,335,-0.0
2030,336,-0.0
2030,337,-0.0
2030,338,-0.0
2030,339,-0.0
2030,340,-0.0
2030,341,-0.0
2030,342,-0.0
2030,343,-0.0
2030,344,-0.0
2030,345,-0.0
2030,346,-0.0
2030,347,-0.0
2030,348,-0.0
2030,349,-0.0
2030,350,-0.0
2030,351,-0.0
2030,352,-0.0
2030,353,1.687979727994911
2030,354,3.50224265920494
2030,355,5.765788528350421
2030,356,15.86528708008378
2030,357,5.315975323667706
2030,358,6.600578500277748
2030,359,8.57630590846533
2030,360,10.517245079667102
2030,361,12.585211140244176
2030,362,14.578134096178768
2030,363,16.395713689724715
2030,364,18.378809515173025
2030,365,20.476757335561967
2030,366,21.958875872223288
2030,367,23.547399039736117
2030,368,25.160762525191252
2030,369,33.24009209431718
2030,370,34.402384176692884
2030,371,32.10534368566437
2030,372,28.60574475564494
2030,373,28.079439612375634
2030,374,28.048066326283216
2030,375,28.11548802986602
2030,376,28.76299910306946
2030,377,29.48269791104725
2030,378,29.771582208741833
2030,379,37.1747046264986
2030,380,41.89034603526245
2030,381,33.6371326495246
2030,382,29.628420004009033
2030,383,29.785158003267156
2030,384,29.833556220061375
2030,385,30.132859405755084
2030,386,30.382392471304943
2030,387,30.538146553299793
2030,388,30.498490914892525
2030,389,30.328958440866018
2030,390,30.21274185675042
2030,391,29.91246777963311
2030,392,37.840014938316656
2030,393,47.01553632181144
2030,394,44.12794051997946
2030,395,34.983438442399404
